Price,Density
25.7407,0.07532108070062753
51.4814,0.11655567948518875
77.2221,0.08522746722566919
102.9628,0.07690988482412159
128.7035,0.07001093272811372
154.4442,0.05852761450514241
180.1849,0.05463156098677466
205.9256,0.04437752953678386
231.6663,0.03373005017840566
257.407,0.03788150996144429
283.1477,0.029993052017876883
308.8884,0.028364032178696114
334.6291,0.01949503771426591
360.3698,0.019037989655913013
386.1105,0.020580504333817196
411.8512,0.015022947159159033
437.5919,0.013728820345637622
463.3326,0.014495072615993575
489.0733,0.011946146043700345
514.814,0.012912926260863997
540.5547,0.007654909896834589
566.2954,0.009899576854995278
592.0361,0.008542888708634245
617.7768,0.00497949507823929
643.5175,0.006755769964114761
669.2582,0.004818794175651776
694.9989,0.0037627487868268543
720.7396,0.006030587533153882
746.4803,0.007989953084184329
772.221,0.007073946912131727
797.9617000000001,0.00539374366121155
823.7024,0.002774086546898112
849.4431,0.003578104575438013
875.1838,0.003670100411771498
900.9245,0.004124585496223467
926.6652,0.009632574335516326
952.4059,0.006250249781975871
978.1466,0.00527878738243092
1003.8873,0.005826380327003017
1029.628,0.005311974876895513
1055.3687,0.0013221793165493962
1081.1094,0.000977031316052214
1106.8501,0.0015495429152290834
1132.5908,0.0009858960412646041
1158.3315,0.0018149220509707273
1184.0722,0.0012749223994030325
1209.8129000000001,0.0013801679471518705
1235.5536,0.0006430146305160033
1261.2943,0.0007618076919659831
1287.035,0.0013264206948886545
1312.7757,0.0017182024816899792
1338.5164,0.002624537255586785
1364.2571,0.004014132540626199
1389.9978,0.0005340413607465411
1415.7385,0.0008044685731644811
1441.4792,0.0013281217495410456
1467.2199,0.0011659767903259802
1492.9606,0.0006419812272637812
1518.7013,0.00035572499427104215
1544.442,0.0015110327207418079
1570.1827,0.0007837253263531869
1595.9234000000001,0.0011955324971774448
1621.6641,0.00028023092050996444
1647.4048,0.0016844454301546258
1673.1455,0.0022153082775477227
1698.8862,0.0002808660957320233
1724.6269,0.00025415408179964755
1750.3676,0.00033290078750547946
1776.1083,0.0003345098003083439
1801.849,0.0004367999509021053
1827.5897,0.00020242805594077382
1853.3304,0.00012554679762970204
1879.0711000000001,0.0002394026483240573
1904.8118,0.0005267453585364685
1930.5525,0.00037220498724521077
1956.2932,0.0001547060597825574
1982.0339000000001,0.00022309757261292621
2007.7746,0.0006008288214283669
2033.5153,0.0003569459702319955
2059.256,0.0001924904824780171
2084.9967,0.00027326402095283366
2110.7374,7.387558030789429e-05
2136.4781,4.578993676977195e-05
2162.2188,0.0001985176019462895
2187.9595,0.00013557078121171978
2213.7002,0.00011636859403454223
2239.4409,0.00014064014927707294
2265.1816,6.286747217240647e-05
2290.9223,0.00010077237304563371
2316.663,0.00019417909264883237
2342.4037,0.00013860982577253514
2368.1444,2.0340940101884656e-05
2393.8851,5.7993184192769474e-05
2419.6258000000003,9.072262598121228e-05
2445.3665,0.00015763809478995685
2471.1072,0.00019098068300754653
2496.8479,9.015768712332895e-05
2522.5886,0.0001030192493691753
2548.3293,0.0004650442650785212
2574.07,0.001717556373739869
